license_plate,month,visit_count,total,cornsilk,slate_gray,navajo_white,avg_trip
AZ-YL-26,2020.07,10,359.0,29,24,31,35.9
WN-BB-5918,2020.07,4,141.5,6,9,14,35.375
G-W-59,2020.07,5,103.5,8,11,7,20.7
CO-O-5,2020.07,4,121.0,8,20,5,30.25
WHV-T-22,2020.07,5,243.0,13,12,25,48.6
BLK-D-132,2020.07,5,126.0,14,8,10,25.2
OVP-C-622,2020.07,8,301.5,37,27,19,37.6875
NF-QN-2112,2020.07,4,91.0,7,8,7,22.75
SU-I-395,2020.07,9,193.5,25,11,15,21.5
BZ-J-5472,2020.07,6,188.0,17,22,11,31.333333333333332
SE-FT-67,2020.07,7,215.5,15,21,16,30.785714285714285
VER-LH-817,2020.07,7,274.0,11,20,26,39.142857142857146
WF-O-94,2020.07,9,304.5,28,25,23,33.833333333333336
BP-O-42,2020.07,4,103.0,6,8,9,25.75
BYL-YS-2,2020.07,4,65.0,1,14,2,16.25
WE-PQ-4,2020.07,6,218.0,11,8,24,36.333333333333336
ABI-N-9,2020.07,4,136.5,7,11,12,34.125
MIL-Y-63,2020.07,3,111.5,5,7,11,37.166666666666664
OHA-P-354,2020.07,5,121.5,17,11,7,24.3
NE-JC-978,2020.07,8,279.5,19,17,26,34.9375
EMD-HX-24,2020.07,4,98.5,9,9,7,24.625
WL-SC-855,2020.07,7,164.5,21,15,10,23.5
WOB-DY-997,2020.07,9,290.5,21,17,27,32.27777777777778
PR-D-9183,2020.07,11,322.5,23,27,26,29.318181818181817
LAU-KU-242,2020.07,5,166.0,20,18,9,33.2
FO-RR-727,2020.07,9,275.5,17,29,20,30.61111111111111
LOS-M-36,2020.07,4,179.0,9,10,18,44.75
VS-N-463,2020.07,7,167.5,12,11,15,23.928571428571427
DU-TY-4369,2020.07,5,148.0,11,18,9,29.6
RS-K-423,2020.07,6,248.5,7,21,23,41.416666666666664
COC-F-49,2020.07,7,221.0,30,14,16,31.571428571428573
BP-QM-566,2020.07,5,125.5,19,7,9,25.1
OPR-YS-695,2020.07,7,238.5,16,9,25,34.07142857142857
H-HM-9,2020.07,5,148.5,13,15,10,29.7
KG-OF-875,2020.07,4,109.5,11,9,8,27.375
WM-X-147,2020.07,3,85.0,4,4,9,28.333333333333332
RA-KF-6934,2020.07,3,83.5,5,11,5,27.833333333333332
AC-E-881,2020.07,6,132.5,12,7,12,22.083333333333332
NOM-WG-8254,2020.07,2,65.0,1,6,6,32.5
MR-Z-935,2020.07,4,101.5,7,9,8,25.375
AS-PG-9,2020.07,8,295.0,18,28,23,36.875
AIC-CN-12,2020.07,6,122.5,14,9,9,20.416666666666668
ST-UD-563,2020.07,7,216.5,12,13,21,30.928571428571427
GG-N-97,2020.07,5,93.0,8,8,7,18.6
ZW-F-6,2020.07,5,68.0,6,6,5,13.6
WOB-G-37,2020.07,3,102.5,4,13,7,34.166666666666664
RT-OC-157,2020.07,5,129.5,7,13,10,25.9
RO-Q-363,2020.07,3,124.0,6,10,11,41.333333333333336
ES-OK-965,2020.07,6,203.0,21,10,18,33.833333333333336
LÖ-ZH-657,2020.07,6,195.0,10,20,15,32.5
BOT-TZ-641,2020.07,5,190.5,13,11,18,38.1
AE-HA-68,2020.07,10,239.5,27,19,17,23.95
LU-U-52,2020.07,3,59.5,14,5,2,19.833333333333332
BC-VO-9,2020.07,5,115.0,5,8,11,23.0
PS-CS-44,2020.07,3,109.0,2,16,7,36.333333333333336
KF-D-95,2020.07,2,23.5,10,1,0,11.75
GÜ-HR-5253,2020.07,2,95.5,4,5,10,47.75
RÜG-YG-27,2020.07,3,123.5,4,7,13,41.166666666666664
DH-X-716,2020.07,4,115.0,5,8,11,28.75
CW-BE-877,2020.07,6,151.0,16,16,9,25.166666666666668
VR-J-94,2020.07,10,317.0,29,18,28,31.7
OPR-TN-8,2020.07,9,282.0,15,32,20,31.333333333333332
DU-DP-8,2020.07,6,100.0,8,4,10,16.666666666666668
LSN-N-9759,2020.07,10,358.0,25,20,34,35.8
HBN-B-8881,2020.07,5,187.5,15,7,19,37.5
IN-JW-26,2020.07,4,83.0,10,10,4,20.75
KN-F-71,2020.07,6,145.0,13,22,6,24.166666666666668
MZ-SC-1833,2020.07,5,121.5,17,15,5,24.3
LWL-YE-8611,2020.07,5,120.5,6,7,12,24.1
EL-S-183,2020.07,4,106.0,18,6,7,26.5
DBR-WA-16,2020.07,6,243.0,20,24,17,40.5
HDH-ZE-418,2020.07,6,219.5,24,13,18,36.583333333333336
EM-RY-41,2020.07,6,213.5,14,11,21,35.583333333333336
SLK-WA-97,2020.07,7,280.0,21,28,20,40.0
AA-Y-71,2020.07,9,287.0,21,26,22,31.88888888888889
GE-GA-18,2020.07,9,254.5,31,23,16,28.27777777777778
NVP-P-13,2020.07,4,62.5,5,7,4,15.625
KN-A-348,2020.07,6,175.5,23,15,11,29.25
WOB-RZ-79,2020.07,10,268.5,17,31,18,26.85
BL-IB-934,2020.07,3,64.0,4,4,6,21.333333333333332
LIF-K-87,2020.07,4,142.5,10,13,11,35.625
EA-OM-46,2020.07,6,227.5,21,15,19,37.916666666666664
ROS-TE-56,2020.07,3,83.5,5,1,10,27.833333333333332
SO-M-79,2020.07,4,118.5,5,11,10,29.625
LM-GL-1241,2020.07,8,252.5,16,27,18,31.5625
SN-PC-727,2020.07,7,198.0,15,6,21,28.285714285714285
WE-GT-682,2020.07,2,54.5,1,1,7,27.25
KÜN-SR-79,2020.07,5,189.0,7,22,14,37.8
IZ-NY-652,2020.07,9,258.5,26,23,18,28.72222222222222
CHA-M-475,2020.07,5,149.5,10,11,13,29.9
WUG-BQ-649,2020.07,6,153.0,10,8,15,25.5
EB-A-675,2020.07,4,105.5,9,11,7,26.375
GTH-Z-6,2020.07,7,187.0,20,18,12,26.714285714285715
KC-EG-737,2020.07,8,149.0,15,10,12,18.625
WOB-BU-1256,2020.07,3,104.5,12,1,11,34.833333333333336
LOS-PO-8114,2020.07,10,341.5,22,19,33,34.15
LDK-P-4571,2020.07,5,103.5,8,7,9,20.7
TUT-VV-65,2020.07,3,142.5,10,3,16,47.5
GAP-MQ-6,2020.07,4,134.5,13,3,14,33.625
Y-WU-48,2020.07,5,129.0,12,12,9,25.8
NMS-D-76,2020.07,6,154.0,14,4,16,25.666666666666668
WUG-A-559,2020.07,10,329.5,16,21,32,32.95
AW-F-46,2020.07,6,170.0,15,16,12,28.333333333333332
AP-A-858,2020.07,6,222.0,13,16,20,37.0
CB-V-324,2020.07,5,163.0,8,12,15,32.6
PF-T-3,2020.07,9,324.0,22,38,21,36.0
NMS-BN-552,2020.07,5,151.5,11,17,10,30.3
HDH-ZP-5,2020.07,5,182.5,9,15,16,36.5
LI-GA-92,2020.07,3,146.0,10,6,15,48.666666666666664
OB-HL-978,2020.07,7,233.5,17,21,18,33.357142857142854
MSP-RR-3899,2020.07,9,264.5,22,17,23,29.38888888888889
PF-AI-137,2020.07,3,83.5,5,9,6,27.833333333333332
SO-XK-811,2020.07,7,190.0,18,12,16,27.142857142857142
H-G-22,2020.07,4,145.0,13,4,15,36.25
NM-C-81,2020.07,7,186.5,18,19,12,26.642857142857142
BRA-WE-53,2020.07,2,50.0,4,4,4,25.0
HWI-RQ-618,2020.07,5,133.0,14,16,7,26.6
AE-I-81,2020.07,6,157.5,14,15,11,26.25
REG-XM-734,2020.07,3,67.5,11,11,1,22.5
WIL-N-945,2020.07,5,82.5,15,1,7,16.5
TUT-W-33,2020.07,4,97.0,10,4,9,24.25
MR-L-85,2020.07,7,139.5,19,9,10,19.928571428571427
MS-NB-8274,2020.07,7,173.0,13,14,14,24.714285714285715
SLS-O-59,2020.07,5,125.0,17,14,6,25.0
WÜ-JN-76,2020.07,2,102.0,9,6,9,51.0
K-K-569,2020.07,5,87.0,12,6,6,17.4
KN-E-737,2020.07,4,195.0,10,16,17,48.75
EB-EI-1,2020.07,3,62.0,10,2,5,20.666666666666668
MYK-M-28,2020.07,7,231.5,23,25,14,33.07142857142857
BRB-SA-85,2020.07,8,310.0,15,30,25,38.75
PAF-YC-949,2020.07,8,340.0,16,24,32,42.5
HR-P-42,2020.07,8,270.0,23,16,24,33.75
BOR-QF-7563,2020.07,3,37.5,3,5,2,12.5
GTH-J-386,2020.07,5,127.0,11,16,7,25.4
AUR-X-97,2020.07,3,112.5,9,11,8,37.5
NOM-VU-5,2020.07,5,178.0,19,20,10,35.6
KYF-N-4,2020.07,3,44.0,15,2,1,14.666666666666666
L-AA-648,2020.07,5,84.5,9,11,4,16.9
BA-A-92,2020.07,5,162.0,18,16,10,32.4
AS-N-77,2020.07,7,196.0,21,10,17,28.0
GTH-VJ-64,2020.07,2,62.0,10,4,4,31.0
NVP-X-772,2020.07,9,327.5,29,19,29,36.388888888888886
BWL-H-12,2020.07,5,223.0,17,14,20,44.6
MS-F-74,2020.07,6,224.5,16,17,19,37.416666666666664
PR-JQ-945,2020.07,7,140.0,21,8,10,20.0
HOM-BA-245,2020.07,11,385.5,23,27,35,35.04545454545455
NB-PX-887,2020.07,7,224.5,23,23,14,32.07142857142857
J-Z-51,2020.07,2,63.5,9,3,5,31.75
EB-QV-351,2020.07,5,233.0,15,20,19,46.6
MD-FU-28,2020.07,7,221.0,23,22,14,31.571428571428573
KÜN-RF-364,2020.07,6,235.5,18,15,21,39.25
TBB-EV-82,2020.07,7,177.5,17,9,16,25.357142857142858
MÜR-H-8,2020.07,2,64.0,4,8,4,32.0
WUG-NT-542,2020.07,2,40.5,1,9,1,20.25
NF-H-1344,2020.07,5,161.0,14,10,14,32.2
BWL-T-131,2020.07,3,51.0,1,8,3,17.0
KS-H-618,2020.07,7,175.5,23,7,15,25.071428571428573
SOK-X-75,2020.07,6,192.5,14,21,13,32.083333333333336
PAF-Y-6449,2020.07,5,35.5,9,1,2,7.1
HWI-KK-52,2020.07,6,223.5,5,17,22,37.25
MKK-CL-93,2020.07,4,67.5,11,5,4,16.875
WZ-GX-1,2020.07,2,25.0,2,6,0,12.5
SW-RM-63,2020.07,7,280.5,23,21,23,40.07142857142857
ES-RK-632,2020.07,3,71.5,6,3,7,23.833333333333332
AK-Q-9,2020.07,4,116.5,25,5,7,29.125
RV-C-94,2020.07,4,97.0,3,8,9,24.25
N-L-913,2020.07,6,157.0,12,18,10,26.166666666666668
WAF-AR-4759,2020.07,5,115.0,12,8,9,23.0
TS-I-241,2020.07,7,347.5,25,17,34,49.642857142857146
HRO-T-727,2020.07,3,110.5,8,9,9,36.833333333333336
SB-ZW-871,2020.07,7,193.5,11,19,15,27.642857142857142
DON-L-549,2020.07,6,156.5,17,13,11,26.083333333333332
ERZ-DZ-2336,2020.07,4,94.0,12,8,6,23.5
WE-H-269,2020.07,5,89.0,20,4,5,17.8
LB-WB-83,2020.07,9,242.0,16,18,21,26.88888888888889
WST-ZT-33,2020.07,5,182.5,23,11,14,36.5
FRG-D-5289,2020.07,3,63.5,2,7,5,21.166666666666668
VS-WI-4321,2020.07,5,120.0,4,2,15,24.0
SIG-R-3871,2020.07,5,179.0,9,6,20,35.8
WEN-OB-7951,2020.07,7,268.0,29,18,21,38.285714285714285
SR-GU-712,2020.07,8,218.5,20,19,16,27.3125
GT-H-11,2020.07,8,257.0,20,26,18,32.125
MST-ZK-6,2020.07,5,183.0,11,24,11,36.6
BT-HF-31,2020.07,3,97.5,19,15,1,32.5
HOL-I-97,2020.07,5,152.5,8,17,11,30.5
H-MH-183,2020.07,7,234.0,19,10,23,33.42857142857143
LÖ-H-4,2020.07,10,224.0,21,8,22,22.4
MM-HJ-55,2020.07,10,262.0,26,18,21,26.2
HGW-M-456,2020.07,4,159.0,6,10,16,39.75
EU-RO-1,2020.07,7,209.5,19,17,16,29.928571428571427
TÖL-L-974,2020.07,6,164.0,19,16,10,27.333333333333332
NR-T-9115,2020.07,5,116.5,11,9,9,23.3
HGW-WZ-624,2020.07,5,162.5,20,7,14,32.5
LD-D-957,2020.07,3,77.5,2,3,9,25.833333333333332
KO-NH-841,2020.07,6,178.0,12,12,16,29.666666666666668
TDO-O-72,2020.07,7,220.5,14,5,25,31.5
WIL-C-44,2020.07,5,228.0,9,10,25,45.6
SAD-J-174,2020.07,8,200.5,18,19,14,25.0625
IN-L-763,2020.07,2,17.5,7,1,0,8.75
DH-MT-479,2020.07,5,197.0,25,18,12,39.4
AW-T-573,2020.07,7,187.5,22,13,14,26.785714285714285
AW-DA-46,2020.07,4,92.0,11,4,8,23.0
GM-K-7,2020.07,10,369.0,34,30,28,36.9
LRO-F-564,2020.07,6,112.5,9,11,8,18.75
PA-ZL-263,2020.07,3,55.5,5,7,3,18.5
SLK-O-32,2020.07,3,105.0,0,6,12,35.0
GRZ-X-942,2020.07,5,89.0,13,10,4,17.8
HX-A-86,2020.07,11,259.5,37,25,14,23.59090909090909
ESW-VO-277,2020.07,8,248.5,21,27,16,31.0625
HOL-A-92,2020.07,3,103.0,13,10,6,34.333333333333336
LIF-EO-521,2020.07,3,157.5,7,13,14,52.5
AUR-QQ-56,2020.07,7,307.5,19,19,29,43.92857142857143
MG-VR-5,2020.07,6,207.0,16,18,16,34.5
NOM-SZ-9,2020.07,6,157.0,12,18,10,26.166666666666668
SOK-B-14,2020.07,3,99.0,4,6,10,33.0
BWL-MV-2,2020.07,3,93.5,10,7,7,31.166666666666668
HER-RR-275,2020.07,6,195.0,10,18,16,32.5
DD-M-2367,2020.07,4,92.5,13,3,8,23.125
AK-PQ-89,2020.07,7,229.5,15,21,18,32.785714285714285
GI-QX-227,2020.07,6,199.5,21,13,16,33.25
NW-N-736,2020.07,5,176.0,11,16,14,35.2
MEI-RW-5,2020.07,8,354.5,18,31,30,44.3125
OH-C-49,2020.07,4,191.5,10,23,13,47.875
SPN-EF-219,2020.07,4,102.0,9,12,6,25.5
UL-F-181,2020.07,8,254.5,17,19,22,31.8125
NI-D-174,2020.07,2,106.0,4,6,11,53.0
HN-CL-66,2020.07,5,193.5,4,15,19,38.7
GER-X-49,2020.07,7,150.5,21,17,7,21.5
FS-V-665,2020.07,8,265.0,24,16,23,33.125
FL-FE-453,2020.07,7,181.5,19,11,15,25.928571428571427
SLS-U-95,2020.07,6,205.5,17,15,17,34.25
HVL-A-891,2020.07,2,61.0,6,6,4,30.5
SW-EN-465,2020.07,7,101.0,12,10,6,14.428571428571429
WES-PY-211,2020.07,9,256.0,16,20,22,28.444444444444443
RO-YT-78,2020.07,4,134.5,6,9,13,33.625
THW-PO-782,2020.07,5,226.5,24,27,12,45.3
FR-X-57,2020.07,5,215.5,15,9,22,43.1
DU-C-161,2020.07,3,86.0,15,0,8,28.666666666666668
MN-JI-5391,2020.07,3,165.0,9,14,14,55.0
MOS-HU-573,2020.07,6,165.5,11,11,15,27.583333333333332
SHG-Y-117,2020.07,2,75.5,8,5,6,37.75
SK-JL-4,2020.07,7,198.0,8,22,15,28.285714285714285
AIC-Q-5,2020.07,8,247.0,22,18,20,30.875
FT-KC-243,2020.07,3,83.0,17,12,1,27.666666666666668
DL-FP-543,2020.07,7,226.5,24,13,19,32.357142857142854
VEC-X-59,2020.07,2,48.0,3,10,1,24.0
WTM-NF-794,2020.07,6,181.0,24,8,15,30.166666666666668
HX-QM-21,2020.07,5,145.0,13,6,14,29.0
MZG-MD-6,2020.07,10,350.0,14,22,35,35.0
AP-PC-542,2020.07,9,221.5,25,21,14,24.61111111111111
HAM-W-8762,2020.07,8,264.0,20,16,24,33.0
WHV-U-981,2020.07,3,115.0,12,12,7,38.333333333333336
KF-NG-13,2020.07,4,262.0,12,22,23,65.5
LDK-RP-86,2020.07,2,90.5,5,1,11,45.25
SPN-KF-8545,2020.07,9,267.5,20,19,23,29.72222222222222
SM-Z-57,2020.07,6,167.5,26,17,8,27.916666666666668
AÖ-FO-75,2020.07,7,261.0,22,32,15,37.285714285714285
WHV-B-96,2020.07,5,172.5,11,11,16,34.5
LSN-P-554,2020.07,2,93.0,1,12,7,46.5
MKK-Z-151,2020.07,5,152.0,6,8,16,30.4
FÜ-BE-329,2020.07,6,145.5,15,7,13,24.25
OHZ-FH-29,2020.07,5,106.0,11,16,4,21.2
MA-F-27,2020.07,4,140.0,14,10,11,35.0
MVL-FA-18,2020.07,5,170.5,10,21,11,34.1
AW-Y-938,2020.07,2,97.5,5,3,11,48.75
HER-T-32,2020.07,8,149.0,15,20,7,18.625
GRZ-DG-313,2020.07,7,201.5,22,15,15,28.785714285714285
M-O-292,2020.07,6,200.5,11,17,17,33.416666666666664
UN-U-3962,2020.07,7,238.5,30,11,20,34.07142857142857
PIR-B-19,2020.07,4,139.5,19,15,7,34.875
CE-X-322,2020.07,5,179.5,11,15,15,35.9
NOM-V-963,2020.07,9,329.0,21,32,25,36.55555555555556
C-F-37,2020.07,3,138.0,13,4,14,46.0
TÖL-B-76,2020.07,8,194.5,22,17,13,24.3125
KU-BN-63,2020.07,3,85.5,6,11,5,28.5
KI-HP-645,2020.07,3,84.5,9,9,5,28.166666666666668
BRB-FQ-23,2020.07,5,133.0,14,12,9,26.6
UN-V-24,2020.07,4,117.0,13,10,8,29.25
EU-D-4,2020.07,1,5.5,1,1,0,5.5
WUG-RO-4,2020.07,3,88.5,4,5,9,29.5
KUS-IE-12,2020.07,9,220.5,21,19,16,24.5
SIG-A-9,2020.07,4,101.5,7,5,10,25.375
LSN-H-11,2020.07,6,152.0,20,10,11,25.333333333333332
UM-NM-412,2020.07,6,204.0,18,22,13,34.0
MA-AA-3645,2020.07,9,346.0,33,32,24,38.44444444444444
MS-CA-44,2020.07,5,230.5,19,9,23,46.1
KL-ON-8,2020.07,6,179.5,25,19,9,29.916666666666668
LD-CL-4527,2020.07,4,155.0,4,10,16,38.75
TS-A-25,2020.07,7,233.5,10,17,22,33.357142857142854
SL-AQ-29,2020.07,3,44.5,10,1,3,14.833333333333334
OD-H-2521,2020.07,5,129.0,12,2,14,25.8
AÖ-ZM-15,2020.07,6,190.0,4,16,18,31.666666666666668
LG-W-468,2020.07,6,216.0,10,12,22,36.0
KI-H-31,2020.07,5,114.5,24,11,4,22.9
HER-WJ-231,2020.07,2,29.0,4,6,0,14.5
LD-OL-9852,2020.07,1,11.5,4,1,0,11.5
WAF-G-264,2020.07,7,177.0,22,12,13,25.285714285714285
HR-F-73,2020.07,3,91.5,2,5,10,30.5
OAL-V-81,2020.07,5,143.0,12,14,10,28.6
COC-Z-7,2020.07,5,140.0,14,10,11,28.0
SO-ND-149,2020.07,5,229.5,15,17,20,45.9
RT-I-15,2020.07,10,260.0,25,32,14,26.0
BO-Y-9,2020.07,3,58.5,3,7,4,19.5
SZ-DC-721,2020.07,6,130.0,9,20,6,21.666666666666668
NU-N-3,2020.07,6,100.5,10,13,5,16.75
NM-UR-24,2020.07,4,153.0,3,10,16,38.25
R-H-92,2020.07,10,268.0,22,30,17,26.8
NVP-PG-374,2020.07,8,248.5,14,23,20,31.0625
MEI-X-1438,2020.07,7,243.0,20,22,18,34.714285714285715
STD-DW-8,2020.07,3,101.0,5,4,11,33.666666666666664
HOM-F-92,2020.07,4,88.5,18,3,6,22.125
C-PQ-668,2020.07,7,248.5,28,19,18,35.5
FFB-H-545,2020.07,2,75.5,8,5,6,37.75
PE-AP-95,2020.07,4,169.0,11,8,17,42.25
SL-RS-233,2020.07,8,167.5,12,15,13,20.9375
ZW-X-61,2020.07,3,99.0,11,4,9,33.0
EBE-DX-63,2020.07,6,149.0,22,12,9,24.833333333333332
FL-S-62,2020.07,10,253.0,25,18,20,25.3
GI-XZ-2771,2020.07,10,327.5,29,29,24,32.75
DBR-J-771,2020.07,8,280.0,14,30,21,35.0
MST-JJ-18,2020.07,10,181.0,17,28,7,18.1
GÜ-RR-98,2020.07,9,239.5,20,19,19,26.61111111111111
RZ-ZU-168,2020.07,6,237.5,26,13,20,39.583333333333336
FRG-E-4952,2020.07,4,136.0,12,10,11,34.0
SC-KR-234,2020.07,7,152.0,13,16,10,21.714285714285715
OF-D-629,2020.07,9,294.5,23,27,22,32.72222222222222
RÜG-K-633,2020.07,7,186.5,11,13,17,26.642857142857142
WF-W-6,2020.07,6,294.0,28,20,24,49.0
LU-W-912,2020.07,4,97.5,12,17,2,24.375
HX-N-7,2020.07,4,132.0,3,18,9,33.0
EA-CK-47,2020.07,6,246.0,11,14,25,41.0
HG-NS-13,2020.07,4,90.5,5,5,9,22.625
HP-U-143,2020.07,7,203.5,16,13,18,29.071428571428573
BRA-TH-4,2020.07,5,145.5,8,15,11,29.1
PR-X-76,2020.07,6,163.0,22,6,14,27.166666666666668
THL-Q-83,2020.07,4,143.5,7,17,10,35.875
REG-SE-5415,2020.07,5,153.5,5,17,12,30.7
RPL-EJ-464,2020.07,5,187.5,15,15,15,37.5
SLF-G-6848,2020.07,5,202.5,19,15,16,40.5
HI-LK-5831,2020.07,4,118.5,12,13,7,29.625
HR-K-93,2020.07,8,289.5,24,33,18,36.1875
SAW-H-67,2020.07,3,88.5,4,5,9,29.5
MKK-VJ-986,2020.07,3,84.5,2,5,9,28.166666666666668
OE-VX-791,2020.07,3,81.5,4,7,7,27.166666666666668
LER-JZ-1955,2020.07,4,185.5,21,9,16,46.375
HF-BN-8,2020.07,7,166.0,13,12,14,23.714285714285715
HO-CO-999,2020.07,5,123.0,16,12,7,24.6
BAD-B-9161,2020.07,7,167.0,17,8,15,23.857142857142858
NK-F-548,2020.07,4,159.5,8,7,17,39.875
BAR-E-4,2020.07,4,92.0,11,6,7,23.0
RÜD-YQ-4,2020.07,5,166.0,13,12,14,33.2
FG-KL-158,2020.07,4,83.5,5,9,6,20.875
HX-T-776,2020.07,8,161.0,14,14,12,20.125
FFB-N-22,2020.07,5,138.0,6,12,12,27.6
OHZ-W-68,2020.07,6,153.5,5,11,15,25.583333333333332
FDS-QV-72,2020.07,8,313.5,15,29,26,39.1875
THL-Q-628,2020.07,7,226.5,17,19,18,32.357142857142854
OAL-A-459,2020.07,10,298.5,18,25,25,29.85
GP-FS-77,2020.07,6,273.5,9,23,25,45.583333333333336
BOR-D-22,2020.07,5,161.0,7,8,17,32.2
OE-W-823,2020.07,4,123.5,18,9,8,30.875
GER-JT-17,2020.07,7,160.5,19,15,10,22.928571428571427
WAF-P-167,2020.07,5,145.5,8,7,15,29.1
GR-VF-571,2020.07,7,181.5,12,11,17,25.928571428571427
SK-YB-268,2020.07,9,285.0,20,20,25,31.666666666666668
CW-SF-63,2020.07,8,209.5,26,11,17,26.1875
WUN-YQ-715,2020.07,5,211.5,6,13,22,42.3
LDK-O-871,2020.07,9,228.5,25,13,19,25.38888888888889
THW-Z-13,2020.07,6,181.0,24,8,15,30.166666666666668
ST-V-683,2020.07,2,53.5,4,3,5,26.75
WUG-XR-597,2020.07,6,175.5,9,21,12,29.25
GS-R-5,2020.07,4,137.0,9,12,11,34.25
FT-WA-722,2020.07,6,162.0,18,18,9,27.0
SM-K-177,2020.07,4,102.5,4,11,8,25.625
TÜ-YR-2557,2020.07,4,85.0,11,10,4,21.25
PB-DR-126,2020.07,4,74.0,9,4,6,18.5
FRG-RA-776,2020.07,4,137.0,9,12,11,34.25
LA-DH-8938,2020.07,6,110.5,15,5,9,18.416666666666668
HEL-TO-642,2020.07,3,180.0,6,10,19,60.0
LOS-TT-6514,2020.07,5,182.5,9,13,17,36.5
WB-XG-76,2020.07,6,242.0,23,24,16,40.333333333333336
FD-QX-71,2020.07,4,100.5,3,5,11,25.125
HH-R-524,2020.07,3,105.5,2,13,8,35.166666666666664
KN-XM-84,2020.07,3,107.5,3,5,12,35.833333333333336
ME-Y-127,2020.07,4,81.0,9,6,6,20.25
OH-UK-118,2020.07,5,119.5,16,17,4,23.9
WN-G-454,2020.07,9,204.0,11,20,16,22.666666666666668
MÜ-BD-756,2020.07,4,145.5,15,5,14,36.375
OD-NK-24,2020.07,9,256.0,30,6,25,28.444444444444443
HZ-L-6741,2020.07,6,142.5,10,9,13,23.75
KG-EV-1,2020.07,4,84.0,7,12,4,21.0
ES-RW-45,2020.07,2,16.0,1,2,1,8.0
ROS-R-42,2020.07,3,71.5,6,9,4,23.833333333333332
FDS-VW-65,2020.07,4,163.0,8,10,16,40.75
EIC-NB-96,2020.07,3,112.0,7,14,7,37.333333333333336
GR-S-678,2020.07,6,145.0,13,10,12,24.166666666666668
BS-VO-17,2020.07,6,189.5,16,11,17,31.583333333333332
STA-YH-12,2020.07,6,164.0,12,20,10,27.333333333333332
AW-PX-62,2020.07,6,125.0,17,8,9,20.833333333333332
DL-TE-9762,2020.07,2,32.0,2,0,4,16.0
NW-J-552,2020.07,5,64.5,6,9,3,12.9
HAL-S-221,2020.07,4,140.5,16,5,13,35.125
DU-P-431,2020.07,5,155.5,13,17,10,31.1
WÜ-L-2739,2020.07,3,86.0,8,4,8,28.666666666666668
RV-B-431,2020.07,7,180.5,15,13,15,25.785714285714285
BZ-B-2936,2020.07,10,273.0,14,34,18,27.3
LSA-DT-372,2020.07,4,105.0,14,6,8,26.25
SAD-X-4,2020.07,2,53.5,4,1,6,26.75
MN-W-8,2020.07,4,94.0,12,10,5,23.5
DN-KF-952,2020.07,5,211.0,18,20,15,42.2
SHK-PN-16,2020.07,7,180.5,15,25,9,25.785714285714285
KS-NO-59,2020.07,7,123.0,9,20,5,17.571428571428573
J-UD-436,2020.07,4,151.0,9,12,13,37.75
RE-HF-341,2020.07,7,230.0,10,12,24,32.857142857142854
LOS-JO-45,2020.07,5,154.0,21,8,12,30.8
SI-S-1571,2020.07,9,367.0,26,22,34,40.77777777777778
DU-ZW-559,2020.07,7,286.5,26,23,22,40.92857142857143
LIF-DV-2,2020.07,5,189.0,21,8,17,37.8
MI-GD-9572,2020.07,11,333.0,37,24,25,30.272727272727273
EB-K-64,2020.07,8,255.5,21,37,12,31.9375
NW-S-36,2020.07,6,232.0,11,10,25,38.666666666666664
Y-ES-77,2020.07,3,114.0,8,2,13,38.0
WEN-QX-4595,2020.07,6,198.5,17,23,12,33.083333333333336
SK-LP-46,2020.07,6,216.5,12,9,23,36.083333333333336
MR-PW-5475,2020.07,6,227.0,12,10,24,37.833333333333336
MTK-YV-854,2020.07,2,90.5,5,9,7,45.25
CB-UE-13,2020.07,7,169.0,11,24,9,24.142857142857142
ND-I-232,2020.07,8,223.0,17,22,16,27.875
SAD-K-6912,2020.07,5,144.5,11,9,13,28.9
DLG-AY-5813,2020.07,4,171.0,5,18,14,42.75
ME-UK-74,2020.07,5,174.5,19,11,14,34.9
BD-Z-2645,2020.07,4,147.5,16,5,14,36.875
FB-IP-9853,2020.07,4,100.0,8,12,6,25.0
NK-PB-23,2020.07,10,238.0,28,22,15,23.8
TDO-ZD-529,2020.07,8,263.5,18,19,23,32.9375
BÜS-MD-55,2020.07,4,87.5,7,9,6,21.875
BI-A-677,2020.07,5,157.5,7,9,16,31.5
LOS-OI-716,2020.07,6,168.5,9,21,11,28.083333333333332
KA-J-384,2020.07,9,212.0,8,20,18,23.555555555555557
F-H-888,2020.07,4,172.5,25,7,14,43.125
Y-YJ-83,2020.07,6,166.5,15,13,13,27.75
EN-T-6,2020.07,9,191.0,29,14,12,21.22222222222222
OL-A-623,2020.07,5,166.0,13,18,11,33.2
MÜR-EO-555,2020.07,7,189.5,16,21,12,27.071428571428573
EA-K-3,2020.07,5,146.0,10,10,13,29.2
MM-XG-2,2020.07,6,155.5,13,21,8,25.916666666666668
VS-LV-958,2020.07,7,213.5,28,7,19,30.5
ME-TS-1281,2020.07,6,193.5,11,13,18,32.25
KIB-F-795,2020.07,6,238.0,14,8,26,39.666666666666664
DAH-D-36,2020.07,4,90.0,10,6,7,22.5
BAR-F-5,2020.07,5,99.5,13,13,4,19.9
OA-CM-78,2020.07,3,92.0,4,6,9,30.666666666666668
TG-KW-157,2020.07,5,190.0,11,14,17,38.0
BWL-K-815,2020.07,4,181.5,12,17,14,45.375
